processo_enquadramento,fornecedor,cnpj_cpf,contratacao_objeto,fundamento_legal,vigencia_inicio,vigencia_fim,contrato_valor_txt,contrato_saldo_bruto,situacao,contrato_currency,contrato_amount
Convite,"QUALITY ASSURANCE CONSULTORIA,",31.552.425/0001-37,PRESTAÇÃO DE SERVIÇO DE SUPORTE TÉCNICO À GESTÃO DE REQUISIT,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",05/01/2018,17/02/2021,"R$ 784.508,25","R$ 784.508,25",Ativo,R$,784508.25
Convite,"QUALITY ASSURANCE CONSULTORIA,",31.552.425/0001-37,PRESTAÇÃO DE SERVIÇO DE SUPORTE TÉCNICO À GESTÃO DE REQUISIT,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",05/01/2018,17/02/2021,"R$ 769.726,35","R$ 769.726,35",Ativo,R$,769726.35
Convite,IMTEP GSI CLINICA MEDICA HOSPITALAR,00.196.526/0001-99,SUP TEC ESPEC P/ AMS - SP-SUL,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",15/01/2018,14/01/2019,"R$ 3.855.286,20","R$ 3.462.106,47",Ativo,R$,3855286.20
Inexigibilidade,LIGA BENEFICENTE SÃO JOÃO BATISTA D,29.700.143/0001-98,"LOCAÇÃO DO IMÓVEL SITUADO NA AVENIDA DOS JESUÍTAS 364, IMBET","Dec 2745, 2.3, CAPUT - Inviabilidade fática ou jurídica de c",21/01/2018,19/01/2023,"R$ 742.051,20","R$ 727.618,31",Ativo,R$,742051.20
Inexigibilidade,UNIVERSITY OF ALBERTA,EXTERNO,GEOESTATÍSTICA APLICADA A MODELAGEM DE RESERVATÓRIOS,"Dec 2745, 2.3, CAPUT - Inviabilidade fática ou jurídica de c",01/01/2018,31/12/2020,"CAD 75.000,00","CAD 50.000,00",Ativo,CAD,75000.00
Convite,C M COUTO SISTEMAS CONTRA INCENDIO,34.115.188/0001-35,Fornecimento de mangueiras industriais,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",08/01/2018,07/01/2020,"R$ 889.842,00","R$ 889.842,00",Ativo,R$,889842.00
Convite,KIDDE BRASIL LTDA.,66.220.047/0003-30,Fornecimento de mangueiras industriais,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",08/01/2018,07/01/2020,"R$ 572.591,96","R$ 572.591,96",Ativo,R$,572591.96
Convite,SERVIS SEGURANCA LTDA,07.945.678/0001-96,PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA PATRIMONIAL PRIVADA NAS U,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",18/01/2018,17/01/2020,"R$ 8.414.807,20","R$ 7.941.244,99",Ativo,R$,8414807.20
Inexigibilidade,METROHM BRASIL INSTRUMENTACAO,07.748.837/0001-62,SERVIÇOS DE MANUTENÇÃO E CALIBRAÇÃO EM EQUIPAMENTOS DE LABOR,"Dec 2745, 2.3, A - Aquisição de materiais, equip, gêneros co",15/01/2018,14/01/2020,"R$ 2.292.036,51","R$ 2.292.036,51",Ativo,R$,2292036.51
Convite,WHITE MARTINS GASES INDUSTRIAIS DO,24.380.578/0001-89,LOCAÇÃO DE EQUIPAMENTOS PARA ARMAZEGEM DE DIÓXIDO DE CARBONO,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",23/01/2018,25/01/2020,"R$ 48.000,00","R$ 48.000,00",Ativo,R$,48000.00
Convite,MCG ENGENHARIA DE PROJETOS LTDA,10.375.387/0001-14,SERVIÇOS DE DE APOIO TÉCNICO ÀS ATIVIDADES DESENVOLVIDAS PEL,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",01/03/2018,30/08/2019,"R$ 23.998.736,25","R$ 23.998.736,25",Ativo,R$,23998736.25
Convite,CONTERP - CONSULTORIA E SERVICOS DE,04.487.080/0001-02,SERVIÇOS DE SUPORTE À OPERAÇÃO NO ATIVO DE PRODUÇÃO SERGIPE,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",06/03/2018,05/03/2019,"R$ 6.575.450,00","R$ 6.575.450,00",Ativo,R$,6575450.00
Convite,AIR LIQUIDE BRASIL LTDA,00.331.788/0001-19,NITROGÊNIO PARA UTE- FEG,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",07/03/2018,05/03/2021,"R$ 70.528,05","R$ 70.528,05",Ativo,R$,70528.05
Convite,SPASSU TECNOLOGIA E SERVICOS S. A,39.273.768/0001-74,SERVIÇOS DE APOIO ÀS ATIVIDADES DE ATENDIMENTO AOS USUÁRIOS,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",05/01/2018,04/01/2020,"R$ 5.154.688,08","R$ 5.142.874,70",Ativo,R$,5154688.08
Convite,RSC SERVICOS & CONSTRUCOES LTDA EPP,15.250.510/0001-94,SERVIÇOS DE MANUTENÇÃO DAS ÁREAS DE SERVIDÃO,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",19/02/2018,18/02/2020,"R$ 4.654.223,00","R$ 4.654.223,00",Ativo,R$,4654223.00
Convite,GEOAMBIENTE - GEOLOGIA E ENGENHARIA,05.453.862/0001-93,"ELABORAÇÃO DE PROJETOS, IMPLANTAÇÃO E OPERAÇÃO DE SISTEMAS D","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",20/02/2018,18/02/2021,"R$ 23.358.035,05","R$ 23.358.035,05",Ativo,R$,23358035.05
Dispensa,MARCON-RIO CONTABILIDADE E,09.600.746/0001-00,SERVIÇO TÉCNICO CONTÁBIL DE ELABORAÇÃO DE CÁLCULOS E PRESTAÇ,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",28/02/2018,27/02/2019,"R$ 27.800,00","R$ 27.800,00",Ativo,R$,27800.00
Dispensa,L J SERVICOS MANUTENCAO E MONTAGEM,10.371.988/0001-59,"SERVIÇOS DE RECEPÇÃO, MONITORAMENTO DE CIRCUITO FECHADO DE T","Dec 2745,2.1, I - Remanescente de obras, serviço ou fornecim",09/02/2018,27/07/2018,"R$ 5.910.488,22","R$ 5.531.520,47",Ativo,R$,5910488.22
Convite,CE ENGENHARIA LTDA,09.574.489/0001-80,"SERVIÇOS DE CONSERVAÇÃO DE ESTRADAS E BASES, CONSTRUÇÃO E MA","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",02/01/2018,01/01/2020,"R$ 12.846.262,00","R$ 12.536.586,43",Ativo,R$,12846262.00
Convite,AIR LIQUIDE BRASIL LTDA,00.331.788/0001-19,"Fornecimento de Nitrogênio 99,9% em Gás, com o aluguel de qu","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",18/01/2018,16/01/2021,"R$ 4.059.136,80","R$ 4.044.285,58",Ativo,R$,4059136.80
Convite,KEMPETRO ENGENHARIA LTDA,18.800.887/0001-68,SERVIÇOS DE APOIO TÉCNICO A MANUTENÇÃO,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",08/01/2018,07/01/2020,"R$ 2.332.073,60","R$ 2.220.483,47",Ativo,R$,2332073.60
Convite,AP CONSULTORIA E PROJETOS LTDA,96.702.576/0001-70,SERVIÇOS DE ENSAIO DE ESCANEAMENTO 3D A LASER NOS TAMBORES D,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",08/01/2018,28/03/2018,"R$ 236.440,00","R$ 236.440,00",Ativo,R$,236440.00
Inexigibilidade,ELSEVIER B.V.,EXTERNO,LICENÇA DE ACESSO A BASE DE DADOS REFENCIAL - ENGINEERING VI,"Dec 2745, 2.3, A - Aquisição de materiais, equip, gêneros co",01/01/2018,31/12/2018,"US$ 71.101,96","US$ 0,00",Ativo,US$,71101.96
Inexigibilidade,DOT LIB INFORMATION LLC,EXTERNO,LICENÇA DE ACESSO A PUBLICACOES ON LINE DA EDITORA GEOSCIENT,"Dec 2745, 2.3, A - Aquisição de materiais, equip, gêneros co",01/01/2018,31/12/2019,"US$ 87.856,80","US$ 43.928,40",Ativo,US$,87856.80
Convite,SANDLER COMERCIAL ELETRICA LTDA,03.030.110/0001-94,MATERIAL ELÉTRICO NRQT,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",22/01/2018,21/01/2020,"R$ 92.975,50","R$ 92.975,50",Ativo,R$,92975.50
Convite,GSN DISTRIBUIDORA DE MATERIAIS,08.943.295/0001-41,MATERIAL ELÉTRICO NRQT,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",22/01/2018,21/01/2020,"R$ 168.622,18","R$ 166.967,80",Ativo,R$,168622.18
Dispensa,AGENCIA BRASILEIRA DE METEOROLOGIA,01.969.956/0001-69,SERVIÇOS DE MONIT.ININT.DE COND.CLIMÁTICAS P/EMISSÃO DE ALER,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",10/01/2018,09/01/2020,"R$ 50.400,00","R$ 47.333,99",Ativo,R$,50400.00
Convite,"INTER-VALVULAS INDUSTRIA, COMERCIO,",09.258.355/0001-50,Válvula Borboleta,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",15/01/2018,14/01/2020,"R$ 37.579,52","R$ 37.579,52",Ativo,R$,37579.52
Convite,"INTER-VALVULAS INDUSTRIA, COMERCIO,",09.258.355/0001-50,Válvula Borboleta,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",15/01/2018,14/01/2020,"R$ 26.875,00","R$ 26.875,00",Ativo,R$,26875.00
Inexigibilidade,NORSKAN OFFSHORE LIMITADA,04.023.447/0001-37,AFRETAMENTO DA EMBARCAÇÃO SKANDI VITÓRIA DO TIPO PLSV,"Dec 2745, 2.3, CAPUT - Inviabilidade fática ou jurídica de c",19/01/2018,02/07/2018,"R$ 36.057.167,38","R$ 14.890.514,27",Ativo,R$,36057167.38
Convite,LV CASTRO ENGENHARIA E,07.959.171/0001-91,SERVIÇOS DE PLANEJAMENTO E EXECUÇÃO DE SERVIÇOS DE APOIO A I,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",11/02/2018,10/02/2020,"R$ 8.307.517,47","R$ 8.307.517,47",Ativo,R$,8307517.47
Convite,ENGEVALE CONSTRUTORA E,03.102.401/0001-40,SERVIÇOS DE ADEQUAÇÃO E REPARO DOS PRÉDIOS EDIBA E ANEXO III,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",19/02/2018,18/06/2018,"R$ 1.742.242,40","R$ 1.742.242,40",Ativo,R$,1742242.40
Convite,CROSS & FREITAS LTDA,09.231.005/0001-08,"MANUTENÇÃO DE ÁREAS VERDES, LIMPEZA PREDIAL E DE ÁREA EXTERN","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",30/01/2018,28/07/2018,"R$ 1.622.398,63","R$ 1.405.681,74",Ativo,R$,1622398.63
Convite,INFOTEC CONSULTORIA E PLANEJAMENTO,29.884.632/0001-47,"PRESTAÇÃO DE SERVIÇOS EM ATIVIDADES MATERIAIS ACESSÓRIAS, IN","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",26/02/2018,25/02/2019,"R$ 727.872,04","R$ 727.872,04",Ativo,R$,727872.04
Convite,ESTRUTURAL SERVICOS INDUSTRIAIS,94.480.480/0001-89,"SERVIÇOS DE MANUTENÇÃO EM FORNOS, TORRES DE PROCESSO, VASOS,","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",05/03/2018,13/11/2018,"R$ 12.500.000,00","R$ 12.500.000,00",Ativo,R$,12500000.00
Convite,GUNNEBO INDUSTRIES PRODUTOS PARA,00.841.609/0001-93,Fornecimento de Anéis de Carga com carga de trabalho de 33t:,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",07/03/2018,05/03/2020,"R$ 2.196.793,78","R$ 2.196.793,78",Ativo,R$,2196793.78
Convite,PRINER SERVICOS INDUSTRIAIS S.A.,18.593.815/0002-78,"SERVIÇOS DE PINTURA E ISOLAMENTO TÉRMICO, NO ÂMBITO DA UO-BA","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",12/01/2018,10/01/2021,"R$ 8.602.599,55","R$ 8.466.837,78",Ativo,R$,8602599.55
Convite,C.S.E. - MECANICA E INSTRUMENTACAO,78.559.440/0001-70,SERVIÇOS DE MOVIMENTAÇÃO DE CARGAS CESSÃO ONEROSA (P-74 P-75,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",15/01/2018,14/01/2020,"R$ 17.836.797,18","R$ 17.648.476,20",Ativo,R$,17836797.18
Inexigibilidade,HUMBERTO THEODORO  JUNIOR SOCIEDADE,38.744.033/0001-19,"PARECER JURÍDICO, E EVENTUAL COMPLEMENTO, SOBRE QUESTÕES PRO","Dec 2745, 2.3, B - Serviços técnicos de natureza singular (p",05/01/2018,04/04/2018,"R$ 140.000,00","R$ 140.000,00",Ativo,R$,140000.00
Convite,SOLUTIC-2010 CONSULTORIA E,09.231.232/0001-25,SERVIÇOS DE SUPORTE ADMINISTRATIVO AO GERENCIAMENTO E FISCAL,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",15/01/2018,25/01/2020,"R$ 2.877.899,11","R$ 2.772.879,10",Ativo,R$,2877899.11
Convite,M. R. ALIMENTACAO INDUSTRIAL LTDA,05.911.108/0001-50,FORNECIMENTO DE REFEIÇÕES PREPARADAS E DE GÊNEROS ALIMENTÍCI,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",11/02/2018,10/02/2019,"R$ 5.665.275,41","R$ 5.601.274,56",Ativo,R$,5665275.41
Convite,TIGRE - VIGILANCIA PATRIMONIAL DE,01.771.692/0001-34,SERVIÇOS DE SEGURANÇA PRIVADA NAS UNIDADES DA PETROBRAS SEDI,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",29/04/2018,27/04/2020,"R$ 9.666.897,28","R$ 9.666.897,28",Ativo,R$,9666897.28
Convite,IRON MOUNTAIN DO BRASIL LTDA,04.120.966/0001-13,SERVIÇOS DE DIGITALIZAÇÃO E INDEXAÇÃO DE ACERVOS DOCUMENTAIS,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",05/02/2018,04/02/2020,"R$ 3.223.115,00","R$ 3.223.115,00",Ativo,R$,3223115.00
Convite,CTA - ENGENHARIA AMBIENTAL LTDA -,03.826.691/0001-75,MONITORAMENTO DE GASES DE COMBUSTÃO DE FONTES FIXAS NA REDUC,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",19/02/2018,17/02/2021,"R$ 1.110.913,20","R$ 1.110.913,20",Ativo,R$,1110913.20
Convite,VICTORIA QUALIDADE INDUSTRIAL LTDA,01.800.638/0001-70,SERVIÇOS DE INSTALAÇÃO E MANUTENÇÃO DE SPDA NA FAFEN-SE.,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",19/02/2018,18/02/2019,"R$ 250.428,39","R$ 250.428,39",Ativo,R$,250428.39
Dispensa,TEREME TECNICA DE RECUPERACAO DE,28.426.989/0001-19,SERVIÇOS TÉCNICOS DE SUPORTE À MANUTENÇÃO E OPERAÇÃO DESTINA,"Dec 2745,2.1, B - Emergência, urgência em situação que possa",03/02/2018,01/08/2018,"R$ 4.685.591,24","R$ 4.235.442,20",Ativo,R$,4685591.24
Convite,STEFANINI CONSULTORIA E ASSESSORIA,58.069.360/0001-20,PRESTAÇÃO DE SERVIÇOS TÉCNICOS DE BIBLIOTECA,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",15/02/2018,14/02/2020,"R$ 6.892.513,68","R$ 6.825.598,86",Ativo,R$,6892513.68
Convite,KEMPETRO ENGENHARIA LTDA,18.800.887/0004-00,SERVIÇOS DE APOIO ESPECIALIZADO EM ACOMPANHAMENTO DE PROCESS,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",02/01/2018,30/06/2019,"R$ 9.999.426,78","R$ 9.437.143,75",Ativo,R$,9999426.78
Convite,BUREAU VERITAS DO BRASIL SOC CLAS E,33.177.148/0020-18,"SERVIÇOS DE APOIO TÉCNICO ESPECIALIZADO EM OPERAÇÃO, PRODUÇÃ","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",14/01/2018,12/07/2019,"R$ 41.706.422,82","R$ 40.932.181,30",Ativo,R$,41706422.82
Convite,KEMPETRO ENGENHARIA LTDA,18.800.887/0004-00,"SERVIÇOS DE APOIO TÉCNICO ESPECIALIZADO EM ENGENHARIA, CONTR","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",14/02/2018,12/08/2019,"R$ 61.954.193,70","R$ 60.198.703,75",Ativo,R$,61954193.70
Convite,"SGS INDUSTRIAL - INSTALACOES,",03.367.065/0001-68,"SERVIÇOS DE MANUTENÇÃO PREVENTIVA, PREDITIVA E CORRETIVA NAS","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",08/01/2018,07/01/2020,"R$ 16.922.817,22","R$ 16.402.226,87",Ativo,R$,16922817.22
Convite,IBRAV - ACESSORIOS INDUSTRIAIS,04.438.056/0001-83,"SERVIÇOS DE SUBSTITUIÇÃO E ALINHAMENTO DE PARAFUSOS, SUBSTIT","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",01/03/2018,28/02/2019,"R$ 669.059,82","R$ 669.059,82",Ativo,R$,669059.82
Convite,COMAU DO BRASIL INDUSTRIA E,02.693.750/0001-11,"SERVIÇOS DE MANUTENÇÃO MECÂNICA, ELÉTRICA, INSTRUMENTAÇÃO E","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",01/02/2018,31/01/2020,"R$ 13.127.349,64","R$ 12.723.145,86",Ativo,R$,13127349.64
Convite,COMAU DO BRASIL INDUSTRIA E,02.693.750/0001-11,"SERVIÇOS DE MANUTENÇÃO MECÂNICA, ELÉTRICA, INSTRUMENTAÇÃO E","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",17/03/2018,15/03/2020,"R$ 13.059.440,72","R$ 13.059.440,72",Ativo,R$,13059440.72
Dispensa,CTA - SERVICOS EM MEIO AMBIENTE,39.793.153/0001-79,SERVIÇOS DE MANEJO DA FAUNA NA RPBC,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",02/01/2018,31/12/2021,"R$ 76.210,00","R$ 73.850,00",Ativo,R$,76210.00
Convite,FE INTERMODAL EIRELI - EPP,15.216.482/0001-99,SERVIÇOS DE COLETA E REMOÇÃO DE EFLUENTES INDUSTRIAIS DA USI,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",03/01/2018,02/01/2020,"R$ 1.773.288,10","R$ 1.645.234,12",Ativo,R$,1773288.10
Convite,DURCON EQUIPAMENTOS INDUSTRIAIS,57.948.762/0001-31,Válvula Borboleta,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",15/01/2018,14/01/2020,"R$ 65.706,98","R$ 65.706,98",Ativo,R$,65706.98
Convite,GP CONSULTORIA E ENGENHARIA LTDA,05.081.756/0001-26,"SERVIÇO DE RECUPERAÇÃO ESTRUTURAL, IMPERMEABILIZAÇÃO E PINTU","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",19/01/2018,18/05/2018,"R$ 328.939,00","R$ 303.108,99",Ativo,R$,328939.00
Convite,LAFORMA COMERCIO E SERVICO LTDA -,11.180.512/0001-01,SERVIÇOS DE PROJETO E MONTAGEM DE COBERTURAS PARA UTE-FEG,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",26/01/2018,16/01/2019,"R$ 439.733,25","R$ 439.733,25",Ativo,R$,439733.25
Dispensa,NET CONTAINER INDUSTRIA E COMERCIO,08.824.239/0001-98,LOCAÇÃO DE MÓDULOS CONTAINERES FRIGORIFICADOS PARA ATENDIMEN,"Dec 2745,2.1, B - Emergência, urgência em situação que possa",16/01/2018,15/04/2018,"R$ 32.060,00","R$ 28.853,92",Ativo,R$,32060.00
Convite,GR S/A,02.905.110/0179-50,"SERVIÇO DE HOTELARIA, HOSPEDAGEM E FORNEC. DE ALIMENTOS NA B","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",02/02/2018,31/01/2022,"R$ 139.722.741,18","R$ 137.520.536,82",Ativo,R$,139722741.18
Inexigibilidade,EDP COMERCIALIZAÇÃO E SERVIÇOS DE,04.149.295/0001-13,Compra de Energia Elétrica.,"Dec 2745, 2.3, A - Aquisição de materiais, equip, gêneros co",01/01/2018,31/01/2018,"R$ 2.188.989,36","R$ 0,01",Concluído,R$,2188989.36
Inexigibilidade,VOTENER - VOTORANTIM,03.984.862/0001-94,Compra de Energia Elétrica.,"Dec 2745, 2.3, A - Aquisição de materiais, equip, gêneros co",01/01/2018,31/01/2018,"R$ 2.575.281,60","R$ 0,00",Concluído,R$,2575281.60
Convite,GRI - GERENCIAMENTO DE RESIDUOS,03.869.232/0001-79,"SERVIÇOS DE GERENCIAMENTO, COLETA E DESTINAÇÃO DE RESÍDUOS E","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",07/02/2018,05/02/2021,"R$ 8.392.329,05","R$ 8.247.489,75",Ativo,R$,8392329.05
Convite,BRASBUNKER PARTICIPACOES S/A,04.931.019/0002-93,AFRETAMENTO DE EMBARCAÇÃO DO TIPO OSRV 750 - BRAVANTE VIII,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",31/01/2018,30/01/2020,"R$ 22.898.946,60","R$ 22.898.946,60",Ativo,R$,22898946.60
Inexigibilidade,METROVAL CONTROLE DE FLUIDOS LTDA,58.762.956/0003-72,"SERVIÇOS DE CALIBRAÇÃO, MANUTENÇÃO E AJUSTE DE MEDIDORES DE","Dec 2745, 2.3, CAPUT - Inviabilidade fática ou jurídica de c",02/01/2018,31/12/2020,"R$ 7.879.126,65","R$ 7.879.126,65",Ativo,R$,7879126.65
Convite,SANDVIK MATERIALS TECHNOLOGY DO,11.149.881/0004-76,Linhas Controle DHSV,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",17/01/2018,17/01/2020,"US$ 1.604.905,05","US$ 1.146.360,65",Ativo,US$,1604905.05
Convite,PAS PECAS E SERVICOS LTDA,17.869.885/0001-62,RADIADORES E COLMEIAS INDUSTRIAIS.,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",05/01/2018,04/01/2020,"R$ 348.427,00","R$ 348.427,00",Ativo,R$,348427.00
Convite,FORSHIP ENGENHARIA S/A,02.657.017/0001-41,RECOMPOSIÇÃO DO SISTEMA DE INJEÇÃO DE PRODUTOS QUIMICOS DE P,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",08/01/2018,12/11/2018,"R$ 1.531.110,98","R$ 1.421.829,69",Ativo,R$,1531110.98
Convite,TETRA TECH ENGENHARIA E CONSULTORIA,56.088.990/0001-16,PRESTAÇÃO DE SERVIÇOS DE DESENVOLVIMENTO E EXECUÇÃO DE MODEL,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",01/03/2018,27/02/2021,"R$ 2.267.390,00","R$ 2.267.390,00",Ativo,R$,2267390.00
Convite,ROPE LINE ACESSO E RESGATE EIRELI -,24.941.009/0001-65,SERVIÇOS DE RESGATE TÉCNICO EM ALTURA E ESPAÇO CONFINADO PAR,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",05/01/2018,10/02/2018,"R$ 275.038,76","R$ 45.686,17",Concluído,R$,275038.76
Dispensa,COMERCIAL PARAISO DAS AGUAS LTDA,17.891.543/0001-49,Agua Mineral,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",20/03/2018,15/09/2018,"R$ 108.000,00","R$ 108.000,00",Ativo,R$,108000.00
Dispensa,PETROBRAS DISTRIBUIDORA S A,34.274.233/0001-02,"Óleos Lubrificantes Minerais, Fluidos e Graxas e Lubrificant","Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS,",04/01/2018,03/07/2019,"R$ 20.017.879,77","R$ 19.090.532,22",Ativo,R$,20017879.77
Convite,VIX LOGISTICA S/A,32.681.371/0001-72,"SERVIÇOS DE TRANSPORTE DE PESSOAL, EM REGIME DE TURNO, PARA","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",28/01/2018,27/01/2019,"R$ 3.586.275,70","R$ 3.586.275,70",Ativo,R$,3586275.70
Convite,NETZSCH DO BRASIL INDUSTRIA E,82.749.987/0001-06,Bombas de Cavidade Progressiva,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",30/01/2018,29/01/2020,"R$ 9.506.278,72","R$ 8.593.855,10",Ativo,R$,9506278.72
Convite,KEMPETRO ENGENHARIA LTDA,18.800.887/0001-68,SERVIÇOS ESPECIALIZADOS PARA APOIO ÀS ATIVIDADES DE PLANEJAM,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",08/01/2018,07/01/2019,"R$ 3.137.039,30","R$ 2.865.082,78",Ativo,R$,3137039.30
Convite,CDN ENGENHARIA E CONSTRUCOES LTDA,11.875.922/0001-69,SERVIÇOS DE PROJETOS E OBRAS DE ENGENHARIA CIVIL PARA CONSTR,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",08/01/2018,06/01/2021,"R$ 17.912.520,95","R$ 17.887.731,55",Ativo,R$,17912520.95
Termo de Quitação,SKY MONTAGEM E MANUTENCAO,08.268.522/0001-80,SERVIÇO DE LIMPEZA INDUSTRIAL,Termo de Quitação,02/01/2018,31/01/2018,"R$ 155.040,00","R$ 155.040,00",Concluído,R$,155040.00
Convite,M. R. ALIMENTACAO INDUSTRIAL LTDA,05.911.108/0001-50,SERVIÇOS DE HOTELARIA E LOCAÇÃO DE EQUIPAMENTOS PARA AS UNID,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",03/02/2018,23/03/2020,"R$ 24.159.640,89","R$ 23.467.742,75",Ativo,R$,24159640.89
Convite,LIDER TAXI AEREO S/A - AIR BRASIL,17.162.579/0001-91,"AFRETAMENTO DE TÁXI AÉREO TRIPULADO, EM VIAGENS NACIONAIS E","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",04/01/2018,03/01/2020,"R$ 1.361.588,16","R$ 1.320.874,35",Ativo,R$,1361588.16
Convite,FAMABRAS INDUSTRIA DE APARELHOS DE,60.949.526/0001-44,TERMÔMETROS BIMETÁLICOS,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",05/02/2018,04/02/2020,"R$ 23.428,75","R$ 22.843,44",Ativo,R$,23428.75
Convite,IMTEP GSI CLINICA MEDICA HOSPITALAR,00.196.526/0001-99,SUP. TÉC ESPECIALIZADO - NNE,"3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",02/01/2018,01/01/2019,"R$ 8.165.232,08","R$ 7.224.572,32",Ativo,R$,8165232.08
Convite,G&E MANUTENCAO E SERVICOS LTDA,01.104.740/0001-30,"SERVIÇOS DE CONSTRUÇÃO, MONTAGEM E MANUTENÇÃO DAS FACILIDADE","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",07/03/2018,05/03/2020,"R$ 20.405.856,00","R$ 20.405.856,00",Ativo,R$,20405856.00
Convite,AP CONSULTORIA E PROJETOS LTDA,96.702.576/0001-70,"SERVIÇOS DE ELABORAÇÃO, COMPLEMENTAÇÃO E REVISÃO DE PROJETOS","3.1, C - Mínimo de 3 fornecedores, do ramo pertinente ao obj",08/01/2018,07/01/2020,"R$ 6.368.400,00","R$ 6.340.095,61",Ativo,R$,6368400.00
